Id,R,Rm,Name,Team,Pv,Mv,Fm,Gf,Gs,Rp,Rc,R+,R-,Ass,Amm,Esp,Au
4911,C,C,Douglas Luiz,Juventus,14,5.86,5.79,0,0,0,0,0,0,0,2,0,0
4459,C,M;C,Rovella,Lazio,22,6.2,6.07,0,0,0,0,0,0,2,10,0,0
5880,C,E;W,Ciurria,Monza,10,5.8,6.15,1,0,0,0,0,0,1,1,0,0
4896,C,T;A,Maldini,Atalanta,20,5.98,6.3,3,0,0,0,0,0,0,5,0,0
4364,C,T,Gaetano,Cagliari,18,6,6.28,1,0,0,0,0,0,2,0,0,0
5423,C,M;C,Bove,Fiorentina,12,6.29,6.58,1,0,0,0,0,0,2,3,0,0
779,C,M;C,Cristante,Roma,16,6.09,6.44,2,0,0,0,0,0,2,5,0,0
5823,C,T;A,Baldanzi,Roma,16,6,6.22,1,0,0,0,0,0,1,1,0,0
5998,C,E;W,Zerbin,Venezia,6,6.08,6.58,1,0,0,0,0,0,0,0,0,0
5888,C,C;T,Casadei,Torino,3,5.83,5.83,0,0,0,0,0,0,0,0,0,0
440,C,C;T,Viola,Cagliari,18,5.86,6.06,1,0,0,0,0,0,1,1,0,0
5298,C,M;C,Pobega,Bologna,12,6.08,6.33,2,0,0,0,0,0,1,4,2,0
4199,C,C;T,Loftus-Cheek,Milan,12,5.96,5.92,0,0,0,0,0,0,0,1,0,0
4287,C,M;C,Lobotka,Napoli,22,6.05,6.02,0,0,0,0,0,0,1,3,0,0
5507,C,C,Busio,Venezia,22,5.91,5.98,1,0,0,0,0,0,0,3,0,0
5036,C,C,Caqueret,Como,5,6,6.1,0,0,0,0,0,0,1,1,0,0
4677,C,W;A,Cornet,Genoa,4,6,7,1,0,0,0,0,0,1,0,0,0
1976,C,M;C,Mazzitelli,Como,8,6,6.44,1,0,0,0,0,0,1,1,0,0
6010,C,C;T,Fazzini,Empoli,12,6.33,6.25,0,0,0,0,0,0,0,2,0,0
170,C,M;C,Badelj,Genoa,19,5.97,6.08,1,0,0,0,0,0,0,2,0,0
181,C,M;C,Vecino,Lazio,9,6.17,6.5,1,0,0,0,0,0,1,2,0,0
4856,C,W;A,Chukwueze,Milan,12,5.88,6.38,2,0,0,0,0,0,0,0,0,0
6666,C,C;T,Bernabe',Parma,13,6.23,6.19,0,0,0,0,0,0,0,1,0,0
6481,C,C,Payero,Udinese,17,5.94,6.09,1,0,0,0,0,0,1,3,0,0
4522,C,M;C,Amrabat,Fiorentina,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0
6054,C,M;C,Moro N.,Bologna,14,6,6.07,0,0,0,0,0,0,1,0,0,0
4498,C,C;T,Henderson L.,Empoli,23,5.96,5.89,0,0,0,0,0,0,2,7,0,0
5719,C,M;C,Asllani,Inter,11,6.09,6.18,0,0,0,0,0,0,2,2,0,0
5007,C,C,Ilic,Torino,12,6.08,6.21,1,0,0,0,0,0,0,3,0,0
5688,C,W;T,Harroui,Verona,10,5.95,6.4,1,0,0,0,0,0,2,1,0,0
6680,C,M;C,Karlstrom,Udinese,25,5.88,5.82,0,0,0,0,0,0,1,5,0,0
5504,C,M;C,Coulibaly L.,Lecce,25,5.88,5.84,0,0,0,0,0,0,0,2,0,0
6920,C,E;W,Martins K.,Monza,6,5.92,6,0,0,0,0,0,0,1,1,0,0
6984,C,W;A,Ondrejka,Parma,3,5.83,5.83,0,0,0,0,0,0,0,0,0,0
5425,C,C;W;T,Urbanski,Monza,10,5.85,6.05,1,0,0,0,0,0,0,2,0,0
4870,C,M;C,Adopo,Cagliari,23,5.83,5.78,0,0,0,0,0,0,1,2,1,0
1871,C,M;C,Deiola,Cagliari,17,5.88,5.85,0,0,0,0,0,0,1,3,0,0
6633,C,M;C,Pierret,Lecce,21,5.81,5.76,0,0,0,0,0,0,0,2,0,0
6394,C,M;C,Ramadani,Lecce,21,5.81,5.79,0,0,0,0,0,0,1,3,0,0
5457,C,C,Maleh,Empoli,21,5.81,5.76,0,0,0,0,0,0,1,2,1,0
5295,C,C;W,Musah,Milan,18,5.86,5.86,0,0,0,0,0,0,2,4,0,0
5492,C,M;C,Tessmann,Venezia,0,0,0,0,0,0,0,0,0,0,0,0,0
6458,C,M;C,Serdar,Verona,14,5.75,5.89,1,0,0,0,0,0,1,2,1,0
2117,C,C;T,Kastanos,Verona,17,5.85,5.97,1,0,0,0,0,0,0,2,0,0
6486,C,W;T,Suslov,Verona,23,5.83,5.72,0,0,0,0,0,0,0,3,1,0
6676,C,M;C,Engelhardt,Como,14,5.79,5.96,1,0,0,0,0,0,1,3,0,0
6821,C,E;C,Hainaut,Parma,16,5.72,5.84,1,0,0,0,0,0,0,2,0,0
6908,C,M;C,Atta,Udinese,12,6,5.92,0,0,0,0,0,0,0,2,0,0
6994,C,C;T,Perez K.,Venezia,4,5.88,5.75,0,0,0,0,0,0,0,1,0,0
6459,C,W;A,Karlsson,Lecce,11,5.86,6.05,1,0,0,0,0,0,0,2,0,0
6232,C,M;C,Makoumbou,Cagliari,21,5.67,5.67,0,0,0,0,0,0,1,0,1,0
4658,C,W,Ikone',Como,15,5.83,5.83,0,0,0,0,0,0,0,0,0,0
2172,C,T,Barak,Fiorentina,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0
4404,C,C,Thorsby,Genoa,22,5.77,5.66,0,0,0,0,0,0,1,3,0,1
4970,C,C;W,Messias,Genoa,9,6,6.06,1,0,0,1,0,1,1,1,0,0
5992,C,M;C,Bondo,Milan,19,5.97,5.84,0,0,0,0,0,0,0,3,1,0
2741,C,M;C,Pessina,Monza,11,6.09,6,0,0,0,0,0,0,0,2,0,0
5421,C,C;T,Camara D.,Parma,11,6.09,5.95,0,0,0,0,0,0,0,3,0,0
5422,C,W,Zalewski,Inter,12,5.88,6,0,0,0,0,0,0,2,1,0,0
2008,C,M;C,Linetty,Torino,18,5.81,5.81,1,0,0,0,0,0,0,6,0,0
4890,C,M;C,Tameze,Torino,14,5.93,5.86,0,0,0,0,0,0,0,3,0,0
6191,C,M;C,Belahyane,Lazio,23,5.83,5.78,0,0,0,0,0,0,2,4,1,0
4342,C,M;C,Duda,Verona,17,5.94,5.76,0,0,0,0,0,0,2,8,1,0
1978,C,C;T,Sensi,Monza,5,5.9,6.5,1,0,0,1,1,0,0,0,0,0
6151,C,M;C,Perrone,Como,14,5.89,5.86,0,0,0,0,0,0,1,3,0,0
6112,C,W,Iling Junior,Bologna,4,6,6.75,1,0,0,0,0,0,0,0,0,0
6904,C,W;T,Yeboah J.,Venezia,17,5.82,5.76,0,0,0,0,0,0,1,4,0,0
6917,C,C,Masini,Genoa,6,6.08,6.58,1,0,0,0,0,0,0,0,0,0
6969,C,C;T,Billing,Napoli,1,6.5,6.5,0,0,0,0,0,0,0,0,0,0
6761,C,M;C,Veiga R.,Juventus,3,6.33,6.33,0,0,0,0,0,0,0,0,0,0
6538,C,M;C,Onana J.,Genoa,1,6,6,0,0,0,0,0,0,0,0,0,0
7028,C,M;C,Bernede,Verona,2,5.75,7.25,1,0,0,0,0,0,0,0,0,0
27,C,M;C,Grassi,Empoli,17,5.85,5.68,0,0,0,0,0,0,0,6,0,0
5919,C,W,Tchaouna,Lazio,15,5.67,5.73,1,0,0,0,0,0,0,2,1,0
6222,C,C;T,Rafia,Lecce,18,5.78,5.67,0,0,0,0,0,0,0,4,0,0
2818,C,M;C,Bennacer,Milan,6,5.83,5.67,0,0,0,0,0,0,0,2,0,0
6252,C,C;T,Folorunsho,Fiorentina,8,6,5.75,0,0,0,0,0,0,0,4,0,0
4376,C,C;T,Zurkowski,Empoli,4,5.88,5.88,0,0,0,0,0,0,0,0,0,0
6683,C,M;C,Doumbia I.,Venezia,10,5.85,5.85,0,0,0,0,0,0,0,0,0,0
6804,C,M;C,Richardson,Fiorentina,18,5.72,5.58,0,0,0,0,0,0,0,5,0,0
6015,C,C;T,Berisha M.,Lecce,5,6.1,6.2,0,0,0,0,0,0,1,1,0,0
5872,C,C;T,Helgason,Lecce,5,6.2,6.4,0,0,0,0,0,0,1,0,0,0
6898,C,M;C,Keita M.,Parma,17,5.56,5.44,0,0,0,0,0,0,1,4,1,0
6294,C,M;C,Ndour,Fiorentina,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0
7019,C,M;C,Gourna-Douath,Roma,2,6,5.5,0,0,0,0,0,0,0,2,0,0
4427,C,C;T,Malinovskyi,Genoa,5,6.2,6.1,0,0,0,0,0,0,0,1,0,0
4711,C,E;W,Kostic,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0
4465,C,C;T,Fagioli,Fiorentina,13,5.69,5.54,0,0,0,0,0,0,0,4,0,0
6410,C,M;C,Kaba,Lecce,6,5.83,5.75,0,0,0,0,0,0,0,1,0,0
6402,C,M;C,Cajuste,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0
6299,C,C;T,Le Fee,Roma,5,6,5.9,0,0,0,0,0,0,0,1,0,0
6212,C,M;C,Zarraga,Udinese,11,5.82,5.82,0,0,0,0,0,0,0,0,0,0
6900,C,E;W,Rui Modesto,Udinese,5,6,6,0,0,0,0,0,0,0,0,0,0
6492,C,W;T,Ibrahimovic A.,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
6024,C,M;C,Sulemana I.,Atalanta,3,5.67,5.5,0,0,0,0,0,0,0,1,0,0
5784,C,C;T,Aebischer,Bologna,7,5.86,5.86,0,0,0,0,0,0,0,0,0,0
6424,C,M;C,Prati,Cagliari,4,5.75,5.62,0,0,0,0,0,0,0,1,0,0
6656,C,M;C,Braunoder,Como,4,5.12,4.75,0,0,0,0,0,0,0,1,1,0
376,C,W;T,Verdi,Como,4,5.75,5.62,0,0,0,0,0,0,0,1,0,0
2161,C,M;C,Haas,Empoli,6,6.08,6,0,0,0,0,0,0,0,1,0,0
5798,C,M;C,Bohinen,Genoa,2,5,5,0,0,0,0,0,0,0,0,0,0
4377,C,C;T,Castrovilli,Monza,5,5.8,5.8,0,0,0,0,0,0,0,0,0,0
6061,C,W;T,Oudin,Lecce,6,5.58,5.5,0,0,0,0,0,0,0,1,0,0
6524,C,C;T,Zeroli,Monza,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0
666,C,C,Machin,Monza,0,0,0,0,0,0,0,0,0,0,0,0,0
5290,C,M;C,Estevez,Parma,7,5.86,5.71,0,0,0,0,0,0,0,2,0,0
526,C,C,Duncan,Venezia,11,5.77,5.73,0,0,0,0,0,0,0,1,0,0
5485,C,C;W,Bjarkason,Venezia,3,5.83,5.67,0,0,0,0,0,0,0,2,0,0
6562,C,M;C,Dani Silva,Verona,6,5.33,5.25,0,0,0,0,0,0,0,1,0,0
6579,C,W,Mitrovic S.,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0
6532,C,E;W,Buchanan T.,Inter,3,5.83,5.83,0,0,0,0,0,0,0,0,0,0
5131,C,M;C,Gilmour,Napoli,6,5.92,5.92,0,0,0,0,0,0,0,0,0,0
4886,C,W;T,Pereiro,Genoa,1,6,6,0,0,0,0,0,0,0,0,0,0
2553,C,T,Alli,Como,0,0,0,0,0,0,0,0,0,0,0,0,0
5540,C,M;C,Niasse,Verona,4,5.5,5.12,0,0,0,0,0,0,0,3,0,0
5397,C,C;T,Kovalenko,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
6225,C,M;C,El Azzouzi,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,C,E;C,Jankto,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0
6162,C,M;C,Abildgaard,Como,0,0,0,0,0,0,0,0,0,0,0,0,0
556,C,M;C,Baselli,Como,1,6,6,0,0,0,0,0,0,0,0,0,0
6655,C,M;C,Bellemo,Como,0,0,0,0,0,0,0,0,0,0,0,0,0
5725,C,M;C,Kone B.,Como,1,6,6,0,0,0,0,0,0,0,1,0,0
6203,C,M;C,Belardinelli,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
6009,C,M;C,Degli Innocenti,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
5286,C,M;C,Akpa Akpro,Monza,4,5.5,5.25,0,0,0,0,0,0,0,2,0,0
5873,C,W,Listkowski,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0
6645,C,T,Marchwinski,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0
801,C,M;C,Gagliardini,Monza,3,5.5,5.33,0,0,0,0,0,0,0,1,0,0
2274,C,C;T,Valoti,Monza,1,6,5.5,0,0,0,0,0,0,0,1,0,0
6592,C,W;T,Forson O.,Monza,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0
5879,C,T;A,Vignato S.,Monza,9,5.72,5.72,0,0,0,0,0,0,0,0,0,0
2357,C,M;C,Cyprien,Parma,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0
434,C,M;C,Jajalo,Venezia,0,0,0,0,0,0,0,0,0,0,0,0,0
5486,C,C,Crnigoj,Venezia,5,5.9,5.9,0,0,0,0,0,0,0,0,0,0
6233,C,C,Lella,Venezia,0,0,0,0,0,0,0,0,0,0,0,0,0
6677,C,T,Adzic,Juventus,1,6,6,0,0,0,0,0,0,0,0,0,0
6678,C,W;T,Liberali,Milan,1,6,6,0,0,0,0,0,0,0,0,0,0
6819,C,T,El Haddad,Venezia,0,0,0,0,0,0,0,0,0,0,0,0,0
6834,C,C,Cassa,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0
6839,C,C;T,Byar,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
6618,C,W;T,Cisse' A.,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0
6048,C,W,Alidou,Verona,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0
6872,C,C;T,Manzoni,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0
6897,C,C;T,Kouda,Parma,0,0,0,0,0,0,0,0,0,0,0,0,0
6891,C,M;C,Vos,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0
6903,C,C;T,Hasa,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0
4285,C,M;C,Arthur Melo,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0
5674,C,C,Basic,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
6922,C,M;C,Kasa,Genoa,1,6,6,0,0,0,0,0,0,0,0,0,0
2121,C,C;T,Melegoni,Genoa,3,6,6,0,0,0,0,0,0,0,0,0,0
5824,C,T;A,Pafundi,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
6963,C,M;C,Condè,Venezia,0,0,0,0,0,0,0,0,0,0,1,0,0
7025,C,W;T,Cuenca H.,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0
6228,A,Pc,Retegui,Atalanta,24,6.62,9.23,21,0,0,3,2,1,3,1,0,0
4730,A,A,Lookman,Atalanta,20,6.6,8.52,12,0,0,1,1,0,4,3,0,0
4871,A,Pc,Thuram,Inter,25,6.46,8.16,13,0,0,0,0,0,4,1,0,0
2097,A,Pc,Kean,Fiorentina,24,6.38,8.06,15,0,0,2,1,1,1,5,0,0
4661,A,Pc,Osimhen,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0
2764,A,Pc,Martinez L.,Inter,24,6.25,7.62,10,0,0,0,0,0,3,0,0,0
7008,A,Pc,Gimenez,Milan,3,6.33,8,2,0,0,0,0,0,0,2,0,0
2531,A,Pc,Lukaku,Napoli,24,6.21,7.44,9,0,0,4,3,1,6,1,0,0
2841,A,Pc,Vlahovic,Juventus,18,6.17,7.64,9,0,0,4,4,0,1,3,0,0
6226,A,Pc,Castellanos,Lazio,22,6.39,7.45,9,0,0,3,2,1,3,5,1,0
5839,A,A,Kvaratskhelia,Napoli,17,6.21,7.24,5,0,0,1,1,0,3,1,0,0
309,A,A,Dybala,Roma,19,6.47,7.53,6,0,0,3,3,0,3,2,0,0
5995,A,A,De Ketelaere,Atalanta,24,6.27,7,5,0,0,0,0,0,3,1,0,0
4463,A,A,Esposito Se.,Empoli,22,6.3,7.23,8,0,0,2,1,1,0,1,0,0
5672,A,Pc,Dia,Lazio,23,6.15,7.2,7,0,0,0,0,0,4,2,0,0
4510,A,A,Leao,Milan,23,6.17,7,5,0,0,0,0,0,5,2,0,0
6215,A,Pc,Lucca,Udinese,25,6.14,7.18,10,0,0,1,1,0,0,8,0,0
6675,A,Pc,Dovbyk,Roma,22,6,7.18,8,0,0,2,2,0,2,0,0,0
6434,A,A,Yildiz,Juventus,25,6.36,6.92,4,0,0,0,0,0,2,0,0,0
6646,A,A,Adams C.,Torino,23,6.04,7.04,7,0,0,0,0,0,3,2,0,0
6572,A,Pc,Castro S.,Bologna,24,6.25,6.88,6,0,0,1,0,1,4,4,0,1
2369,A,A,Thauvin,Udinese,22,6.25,6.93,6,0,0,2,0,2,3,0,0,0
5951,A,Pc,Kolo Muani,Juventus,5,7,10.2,5,0,0,1,1,0,1,0,0,0
6409,A,A,Beltran L.,Fiorentina,21,6.02,6.74,4,0,0,2,2,0,4,2,0,0
5800,A,A,Gudmundsson A.,Fiorentina,12,6,6.96,4,0,0,2,2,0,0,1,0,0
313,A,Pc,Morata,Milan,16,6.09,6.88,5,0,0,0,0,0,0,5,0,0
2038,A,Pc,Pinamonti,Genoa,25,6.02,6.84,8,0,0,1,0,1,1,3,0,0
2155,A,Pc,Cutrone,Como,25,6.06,6.76,6,0,0,1,0,1,3,1,0,0
2002,A,A,Chiesa,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0
5079,A,Pc,Pohjanpalo,Venezia,20,6.05,6.78,6,0,0,4,3,1,0,1,0,0
6801,A,Pc,Tengstedt,Verona,19,5.95,6.89,6,0,0,1,1,0,1,2,0,0
2765,A,A,Odgaard,Bologna,19,6.16,6.82,4,0,0,0,0,0,1,1,0,0
4359,A,Pc,Piccoli,Cagliari,26,5.94,6.58,6,0,0,1,1,0,0,3,0,0
6435,A,Pc,Krstovic,Lecce,26,5.96,6.73,7,0,0,2,1,1,3,2,0,0
4923,A,Pc,Colombo,Empoli,25,6.02,6.66,5,0,0,1,1,0,2,2,0,0
608,A,Pc,Zapata D.,Torino,7,6.57,7.79,3,0,0,0,0,0,0,1,0,0
2489,A,A,Pedro,Lazio,17,6.09,6.91,5,0,0,0,0,0,0,2,0,0
6895,A,A,Dominguez B.,Bologna,11,6.59,7.5,3,0,0,0,0,0,1,0,0,0
5471,A,Pc,Djuric,Parma,21,5.95,6.5,4,0,0,0,0,0,1,3,0,0
6669,A,Pc,Bonny,Parma,25,6.02,6.54,5,0,0,3,2,1,2,2,0,0
6630,A,Pc,Mosquera,Verona,22,5.93,6.48,4,0,0,0,0,0,1,2,0,0
5882,A,A,Mota,Monza,21,5.9,6.43,4,0,0,0,0,0,0,2,0,0
6159,A,A,Sarr A.,Verona,17,5.94,6.47,3,0,0,0,0,0,0,0,0,0
2137,A,Pc,Scamacca,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0
6398,A,W;A,Isaksen,Lazio,26,6.08,6.38,3,0,0,0,0,0,1,4,0,0
6833,A,A,Mbangula,Juventus,13,6.42,7.27,3,0,0,0,0,0,2,1,0,0
6556,A,A,Noslin,Lazio,13,6.08,6.62,2,0,0,0,0,0,2,2,0,0
6643,A,Pc,Dallinga,Bologna,14,6.04,6.43,2,0,0,0,0,0,0,1,0,0
4179,A,A,Gonzalez N.,Juventus,11,6.09,6.55,1,0,0,0,0,0,2,0,0,0
6549,A,W;A,Pierotti,Lecce,24,5.92,6.38,4,0,0,0,0,0,1,4,0,0
4811,A,A,Joao Felix,Milan,3,6,5.83,0,0,0,0,0,0,0,1,0,0
6229,A,Pc,Toure' E.,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,A,A,Caprari,Monza,20,6,6.28,2,0,0,2,2,0,1,3,0,0
5311,A,Pc,Shomurodov,Roma,8,6.19,7.06,2,0,0,0,0,0,1,1,0,0
441,A,Pc,Belotti,Como,12,5.96,6.42,2,0,0,0,0,0,0,1,0,0
5734,A,W;A,Soule',Roma,11,6.05,6.59,2,0,0,0,0,0,1,2,0,0
5637,A,Pc,Davis K.,Udinese,11,6.09,6.64,2,0,0,0,0,0,1,2,0,0
5506,A,A,Ekuban,Genoa,11,6,6.41,1,0,0,0,0,0,2,1,0,0
5500,A,W;A,Cancellieri,Parma,23,5.78,6.09,3,0,0,0,0,0,0,2,1,0
4371,A,A,Raspadori,Napoli,9,5.94,6.89,3,0,0,0,0,0,0,1,0,0
2061,A,Pc,Simeone,Napoli,14,6,6.25,1,0,0,0,0,0,1,1,0,0
2544,A,Pc,Abraham,Milan,17,5.76,6.06,2,0,0,2,1,1,2,0,0,0
6653,A,A,Bravo,Udinese,9,6.17,6.72,2,0,0,0,0,0,0,2,0,0
6207,A,W;A,Almqvist,Parma,21,5.86,5.98,1,0,0,0,0,0,1,3,0,0
7016,A,A,Coman F.,Cagliari,3,6.5,7.33,1,0,0,0,0,0,0,1,0,0
5297,A,A,Luvumbo,Cagliari,17,5.91,6.09,1,0,0,0,0,0,1,2,0,0
6439,A,Pc,Cheddira,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0
6670,A,Pc,Charpentier,Parma,9,6.17,6.67,1,0,0,0,0,0,2,1,0,0
2103,A,Pc,Pellegri,Empoli,9,6.11,6.94,3,0,0,0,0,0,0,3,0,0
6822,A,Pc,Ekhator,Genoa,10,6,6.35,1,0,0,0,0,0,1,1,0,0
2325,A,A,Karamoh,Torino,14,5.93,5.96,0,0,0,0,0,0,1,1,0,0
7022,A,Pc,Fila,Venezia,2,5.75,5.5,0,0,0,0,0,0,0,1,0,0
7017,A,Pc,Douvikas,Como,2,6,6,0,0,0,0,0,0,0,0,0,0
4268,A,Pc,Arnautovic,Inter,7,6.14,6.64,1,0,0,0,0,0,1,1,0,0
6628,A,Pc,Taremi,Inter,13,5.96,6.23,1,0,0,1,1,0,1,1,0,0
6914,A,A,Haj Mohamed,Parma,9,6,6.22,1,0,0,0,0,0,0,3,0,0
345,A,A,Keita B.,Monza,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0
5336,A,Pc,Nzola,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
5322,A,W;A,Mihaila,Parma,20,5.78,5.88,0,0,0,0,0,0,3,2,0,0
479,A,Pc,Sanabria,Torino,16,5.75,5.97,2,0,0,1,0,1,1,1,0,0
6213,A,A,Brenner,Udinese,6,5.92,6.75,1,0,0,0,0,0,2,0,0,0
7002,A,Pc,Ganvoula,Monza,3,5.33,5.33,0,0,0,0,0,0,0,0,0,0
247,A,Pc,Pavoletti,Cagliari,8,5.81,6.06,1,0,0,0,0,0,0,2,0,0
2819,A,Pc,Caputo,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
2762,A,A,Kouame',Empoli,17,5.76,5.79,0,0,0,0,0,0,1,1,0,0
6164,A,Pc,Vitinha O.,Genoa,15,5.77,5.87,0,0,0,0,0,0,2,1,0,0
6227,A,A,Okafor,Napoli,10,5.8,6.1,1,0,0,0,0,0,0,0,0,0
6644,A,Pc,Rocha Livramento,Verona,16,5.72,5.88,1,0,0,0,0,0,1,1,1,0
495,A,A,Correa,Inter,5,6.5,7.4,1,0,0,0,0,0,2,1,0,0
186,A,A,Rebic,Lecce,14,5.82,5.86,1,0,0,0,0,0,0,3,1,0
696,A,Pc,Balotelli,Genoa,3,6,5.83,0,0,0,0,0,0,0,2,0,0
4436,A,A,Cambiaghi,Bologna,4,6,6,0,0,0,0,0,0,0,0,0,0
6001,A,W;A,Banda,Lecce,10,5.9,5.95,0,0,0,0,0,0,1,1,0,0
1842,A,A,Pierini,Venezia,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0
6558,A,W;A,Tavsan,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0
2475,A,A,Sanchez,Udinese,5,5.9,5.9,0,0,0,0,0,0,0,0,0,0
6011,A,A,Ekong,Empoli,8,5.94,5.94,0,0,0,0,0,0,0,1,0,0
1939,A,Pc,Lapadula,Cagliari,10,5.75,5.7,0,0,0,0,0,0,0,1,0,0
6657,A,Pc,Gabrielloni,Como,3,6.67,7.83,1,0,0,0,0,0,1,1,0,0
6395,A,A,Shpendi S.,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
6519,A,Pc,Camarda,Milan,5,5.8,5.8,0,0,0,0,0,0,0,0,0,0
5676,A,A,Success,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
5881,A,Pc,Gytkjaer,Venezia,7,5.79,6.21,1,0,0,0,0,0,0,0,0,0
6827,A,A,Njie,Torino,9,6,5.94,0,0,0,0,0,0,0,1,0,0
7026,A,Pc,Salama,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
6598,A,Pc,Mutandwa,Cagliari,2,6,6,0,0,0,0,0,0,0,0,0,0
6418,A,Pc,Burnete,Lecce,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0
2438,A,Pc,Jovic,Milan,3,5.5,5.33,0,0,0,0,0,0,0,1,0,0
383,A,Pc,Petagna,Monza,5,5.3,5.2,0,0,0,0,0,0,0,1,0,0
6145,A,W;A,Ngonge,Napoli,5,5.7,5.6,0,0,0,0,0,0,0,1,0,0
6667,A,A,Benedyczak,Parma,5,5.7,5.7,0,0,0,0,0,0,0,0,0,0
6668,A,A,Partipilo,Parma,0,0,0,0,0,0,0,0,0,0,0,0,0
6119,A,A,Solbakken,Empoli,13,5.69,5.65,0,0,0,0,0,0,0,1,0,0
6250,A,Pc,Maric,Venezia,3,5.67,5.67,0,0,0,0,0,0,0,0,0,0
306,A,Pc,Cerri,Como,3,5.17,5.17,0,0,0,0,0,0,0,0,0,0
6912,A,Pc,Vlahovic V.,Atalanta,2,6,6,0,0,0,0,0,0,0,0,0,0
6913,A,A,Lambourde,Verona,2,6.25,7.75,1,0,0,0,0,0,0,1,0,0
7001,A,W;A,N'Dri,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0
7023,A,Pc,Pellegrino M.,Parma,0,0,0,0,0,0,0,0,0,0,0,0,0
7027,A,Pc,Azon,Como,0,0,0,0,0,0,0,0,0,0,0,0,0
6648,A,W;A,Jasim,Como,0,0,0,0,0,0,0,0,0,0,0,0,0
6658,A,Pc,Gioacchini,Como,0,0,0,0,0,0,0,0,0,0,0,0,0
6565,A,Pc,Ankeye,Genoa,1,6,6,0,0,0,0,0,0,0,0,0,0
2012,A,Pc,Milik,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0
6603,A,A,Joao Costa,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
6635,A,Pc,Pizarro,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
6490,A,Pc,Cruz,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0
5436,A,Pc,Raimondo,Venezia,1,6,6,0,0,0,0,0,0,0,0,0,0
6910,A,A,Kowalski,Parma,0,0,0,0,0,0,0,0,0,0,0,0,0
537,A,A,Sansone,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0
7015,A,W;A,Pedrola,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
